id_cpte,delqcycle1,delqcycle2,delqcycle3,delqcycle4,delqcycle5,delqcycle6,delqcycle7,delqcycle8,delqcycle9,delqcycle10,delqcycle11,delqcycle12,delqcycle13,avg_balance,avg_cashbalance,creditlimit_max,lag1,lag2,lag3,lag4,lag5,lag6,lag7,lag8,lag9,lag10,lag11,lag12,lag13,date,num,avg_pay,total_reversal
38276967,0,0,0,0,0,0,0,0,0,0,0,0,1,219.91286000000002,0.0,1600,16,14,20,13,13,15,15,13,16,16,16,19,14,19328,10,310.07501,0
81328521,0,0,0,0,0,0,0,0,0,0,0,0,0,1980.5686,0.0,18100,14,15,18,16,13,12,13,16,15,16,17,16,17,20423,12,1965.2367,0
66971409,0,0,0,0,0,0,0,0,0,0,0,0,0,82.281425,0.0,800,14,13,18,15,16,13,17,15,19,16,13,18,13,20789,43,113.85303,0
70087896,0,0,0,1,1,0,0,1,0,0,0,0,0,11023.167,14.571428,20200,25,21,25,23,24,23,23,20,25,24,24,26,25,19693,33,323.18396,0
29781976,0,0,0,0,0,0,0,0,0,0,0,0,0,8323.8418,917.4707,25100,24,28,28,22,25,24,24,26,27,22,25,27,25,20058,12,172.8875,0
62962134,0,0,0,0,1,0,0,0,0,0,0,0,0,5163.9541,0.0,14500,25,21,25,20,24,25,26,24,26,20,24,24,25,20789,20,1892.526,0
64223060,0,0,0,0,0,0,0,0,0,0,0,0,0,1589.9,0.0,20300,18,19,19,15,19,18,20,18,21,18,18,19,18,20789,14,1379.155,0
36037343,0,0,0,0,0,0,0,0,0,0,0,0,0,5923.2075,3.8992858,6200,18,18,21,18,18,21,16,17,19,16,21,21,21,20789,31,525.9071,0
28210409,0,0,0,0,0,0,0,0,0,0,0,0,0,3603.4812,974.50714,5200,23,20,25,20,23,23,25,21,23,21,27,23,22,19328,46,204.95892,0
31851294,0,0,0,0,0,0,0,0,0,0,0,0,0,868.5214199999999,0.0,15200,10,7,12,7,9,11,10,10,10,10,10,13,10,20058,15,584.91333,0
20050991,0,0,0,0,0,0,0,0,0,0,0,0,0,4180.7178,189.54856999999998,4500,28,26,25,23,29,29,27,27,26,26,29,29,27,20058,18,108.82167,0
87407838,0,0,0,0,0,0,0,0,0,0,0,0,0,269.03713999999997,0.0,5800,13,14,12,9,11,12,14,14,13,13,16,15,13,20789,12,272.01749,0
15074276,0,0,0,0,0,0,0,0,0,0,0,0,0,236.39572,14.337143,15200,6,6,9,8,9,8,10,9,11,6,6,11,6,20423,48,229.52751,0
75157221,0,0,0,0,0,0,0,0,0,0,0,0,0,1795.5636,0.0,10100,3,8,6,6,8,7,4,5,6,3,9,7,7,20423,12,1444.3334,0
26456237,0,0,0,0,0,0,0,0,0,0,0,0,0,4208.1279,0.0,16200,28,27,28,26,30,26,31,27,28,27,29,28,30,19328,13,3935.5876,0
35512147,0,0,0,0,0,0,0,0,0,0,0,0,0,2261.3101,0.0,12100,25,21,25,24,23,22,26,20,22,24,24,23,21,19328,12,2276.9465,0
89626759,0,0,0,0,0,0,0,0,0,0,0,0,0,1058.7628,0.0,5100,4,4,7,1,0,5,2,3,6,3,6,5,0,20789,19,475.7558,0
79246225,0,0,0,0,0,0,0,0,0,0,0,0,0,5158.5151,69.815002,10300,17,16,19,13,16,16,16,16,16,15,13,16,17,19693,22,2475.4863,0
58607454,0,0,0,0,0,0,0,0,1,0,1,0,0,1014.1949,0.0,5600,24,21,24,21,21,23,26,25,27,22,24,28,25,19693,10,1505.7531,0
77145238,0,0,0,0,0,0,0,0,0,0,0,0,0,170.32856999999998,0.0,3600,15,13,19,16,12,13,17,12,19,15,13,18,14,19693,12,194.30833,0
55367292,0,0,0,0,0,0,0,0,0,0,0,0,0,1494.2493,15.081429,5200,26,22,27,21,24,27,27,25,26,25,28,28,25,19693,32,491.30969000000005,0
80755487,0,0,0,1,0,0,0,0,0,0,0,0,0,721.62146,352.61429,1600,7,5,9,5,8,4,4,7,9,3,6,8,8,20423,37,232.44187999999997,0
94976125,0,0,0,0,0,0,0,0,0,0,0,0,0,1647.9736,0.0,3800,7,10,10,9,9,11,8,7,12,9,12,12,7,20423,14,1371.9236,0
75340985,1,0,0,0,0,0,0,1,0,0,0,0,0,5442.2036,0.0,5300,4,4,3,3,1,5,2,3,3,1,6,6,1,19328,16,656.08252,0
38247872,0,0,0,0,0,0,0,0,0,0,0,0,0,516.84998,60.952854,800,14,15,19,15,16,15,17,12,15,15,13,15,17,20789,26,90.011154,0
27001811,0,0,0,0,0,0,0,0,0,0,0,0,0,210.78429,0.0,600,20,18,21,18,17,16,16,14,17,17,18,18,16,20423,17,426.35882999999995,0
47327887,0,0,0,0,0,0,0,0,0,0,0,0,0,18.265715,0.0,800,25,22,19,23,19,23,25,20,22,20,20,26,23,20789,37,145.07162,0
32116250,0,0,0,0,0,0,0,0,1,0,0,0,0,307.49857000000003,0.0,800,5,0,3,1,4,6,2,4,7,3,4,5,0,19693,14,220.60428,0
35909049,0,0,0,0,0,0,0,0,0,0,0,0,0,724.46429,5.8857145,800,15,12,19,15,16,15,16,16,18,12,13,19,13,19693,71,74.650284,0
65677271,0,0,1,1,2,2,0,0,1,0,0,0,0,1042.4622,0.0,1700,24,22,27,22,21,26,24,24,24,25,24,24,25,20789,13,422.61539000000005,0
17517686,0,0,0,0,0,0,0,0,0,0,0,0,0,7645.0947,0.0,8700,9,5,12,8,9,6,6,9,11,5,6,9,9,20789,102,181.47548999999998,0
82490045,0,0,0,0,0,0,0,0,0,0,0,0,0,2322.0764,0.0,10500,25,29,29,26,29,29,28,30,26,23,30,29,27,20789,12,2025.7743,0
48838231,0,0,0,0,0,0,0,0,1,0,0,1,2,1776.9421,0.0,2600,22,23,23,21,21,25,25,23,25,24,24,27,25,20058,12,451.62833,0
89018571,0,0,0,0,0,0,0,0,0,0,0,0,0,2126.4958,0.0,2700,0,3,5,2,2,5,1,0,2,0,-1,2,-1,19693,26,658.7808200000001,0
83720358,0,0,0,0,0,0,0,0,0,0,0,0,0,627.7807,0.0,5300,13,11,15,12,12,15,10,15,16,12,12,15,12,19328,14,828.15643,0
11800562,0,0,0,0,0,0,0,0,0,0,0,0,0,5048.8037,22.542858,5200,20,15,17,14,14,20,16,15,17,14,21,18,16,19328,12,292.60666000000003,0
79002074,0,0,0,0,0,0,0,0,0,0,0,0,0,321.31714,0.0,3300,3,-1,2,2,1,-1,2,-2,4,2,1,0,-1,19693,38,369.48708999999997,0
78702028,0,0,0,0,0,0,0,0,0,0,0,0,0,1702.9592,0.0,7600,4,2,5,-1,3,2,0,-1,2,-1,-1,5,2,20789,12,1693.1484,0
39413844,0,0,0,0,0,0,0,0,0,0,0,0,0,412.05426,0.0,6600,26,21,26,25,25,26,26,24,23,22,27,27,26,20789,76,459.15948,0
80133669,0,0,0,0,0,0,0,0,0,0,0,0,0,431.77359,0.0,1600,22,18,23,19,19,19,24,19,19,20,21,25,21,19693,16,373.26937999999996,0
42149590,0,0,0,0,0,0,0,0,0,0,0,0,0,274.655,0.0,1500,5,4,6,4,1,6,2,4,7,0,7,5,3,20058,15,237.24335,0
69617151,0,0,0,0,0,0,0,0,0,0,0,0,0,130.5,0.0,2500,13,9,15,11,9,11,9,14,12,8,11,11,11,20423,14,312.40356,0
32119898,1,0,0,0,0,0,0,0,0,0,0,0,0,314.26071,23.997142999999998,600,21,22,22,22,22,23,22,20,23,22,21,25,24,19693,24,223.52042999999998,0
34607612,0,1,0,0,1,0,0,0,0,0,0,0,0,1666.1422,0.0,11300,24,22,27,24,24,23,23,24,26,24,27,25,25,19693,16,1257.3925,0
31897138,0,0,0,0,0,0,0,0,0,0,0,0,0,3192.7563,0.0,12200,16,11,12,12,15,12,11,12,13,9,16,14,13,20423,11,3148.7373,0
31347229,0,0,0,0,0,0,0,0,0,0,0,0,0,388.72213999999997,0.35999998,1800,0,-2,4,-2,1,2,0,-2,5,-2,1,0,-1,20058,18,277.8522,0
77505259,0,0,0,0,0,0,0,0,0,0,0,0,0,1439.3073,379.07211,6300,3,5,6,3,4,7,7,4,5,6,9,5,5,19693,69,315.4397,0
24435551,0,0,0,0,0,0,0,0,0,0,0,0,0,2264.2534,0.0,12300,17,14,21,15,17,16,16,18,17,18,21,18,16,19328,12,2021.2426,0
67353768,0,0,0,0,0,0,0,0,0,0,0,0,0,13849.749,2907.6228,17700,22,21,26,23,21,23,26,23,22,21,27,26,25,20789,31,1456.7775,0
72363222,0,0,0,0,0,0,0,0,0,0,0,0,0,3175.675,7.1428571,3700,17,14,15,13,14,15,11,12,16,9,15,14,16,20789,22,388.34454,0
54330886,0,0,0,0,0,0,0,0,0,0,0,0,0,4465.7148,0.0,17100,27,27,29,24,26,25,27,27,26,27,29,26,29,19328,59,338.23355,0
68804151,0,0,0,0,0,0,0,0,0,0,0,0,0,279.76071,0.0,3800,25,27,25,26,27,26,28,29,28,27,30,29,29,20058,12,248.38167,0
29099687,0,0,0,0,0,0,0,0,0,0,0,0,0,573.48425,87.047134,11600,17,15,20,15,15,20,19,15,18,14,18,20,19,20423,19,426.53842000000003,0
90225245,0,0,0,0,0,0,0,0,0,0,0,0,0,1832.8436,3.0,12100,19,18,17,14,17,16,15,14,20,17,20,20,16,19693,12,1827.2592,0
16718603,0,0,0,0,0,0,0,0,0,0,0,0,0,627.2793,0.0,3300,20,15,19,15,15,17,20,20,21,16,22,21,19,20789,89,191.09123,0
12603910,0,0,0,0,0,0,0,0,0,0,0,0,0,2718.7898,0.0,20200,23,21,22,16,18,22,20,22,19,19,23,21,20,19328,12,2807.1240000000003,0
47290314,0,0,0,1,0,0,0,0,0,0,0,0,0,1212.3107,0.0,3400,5,2,4,4,5,4,5,4,8,2,7,4,5,19693,14,634.98352,0
59042879,1,0,1,2,0,1,0,0,1,0,1,2,0,4070.3879,0.0,14000,19,15,20,15,15,20,15,18,21,18,21,21,18,19693,10,2483.7,0
47064900,0,0,0,0,0,0,0,0,0,0,0,0,0,1045.4493,0.0,10100,16,17,17,15,18,16,16,17,18,15,20,18,15,19328,12,729.49585,0
66644842,0,0,0,0,0,0,0,0,0,0,0,0,0,1304.0243,3.0,5100,6,9,12,8,6,8,10,9,9,6,6,12,6,20423,13,1656.1393,0
98661876,0,0,0,0,0,0,0,0,0,0,0,0,0,353.51785,0.0,20800,17,12,16,12,12,13,14,12,16,13,14,19,16,20058,64,641.86877,0
74165680,0,0,0,0,0,0,0,0,0,0,0,0,0,13021.318000000001,4146.665,15100,23,22,22,19,22,18,20,21,19,17,19,22,23,19328,84,938.52863,0
12335996,0,0,0,0,0,0,0,0,0,0,0,0,0,422.20215,38.575001,600,16,16,19,16,13,16,17,13,20,16,16,17,15,19693,35,120.79457,0
37919463,0,0,0,0,0,0,0,0,0,0,0,0,0,1174.2357,7.9428567999999995,5300,27,28,24,23,25,25,25,26,24,25,25,25,29,19328,23,522.89264,0
47881557,0,0,0,0,0,0,0,0,0,0,0,0,0,7079.1436,1301.4993,22100,7,10,10,9,9,9,7,9,13,7,12,13,6,20423,12,992.4267,0
86724173,0,0,0,0,0,0,0,0,0,0,0,0,0,999.1307400000001,0.0,15300,25,21,25,24,24,22,22,23,23,24,24,23,24,19328,10,1135.5969,0
48299498,0,1,0,0,0,0,0,0,0,0,0,0,0,4257.2446,0.0,11300,23,22,27,21,24,26,26,24,26,24,25,27,25,20789,28,544.26001,0
67794576,2,0,0,0,0,0,0,0,0,0,0,0,0,2572.6714,0.0,6300,24,19,18,20,18,21,18,22,18,16,19,22,22,19328,15,976.7287,0
44427138,0,0,1,0,0,0,0,0,0,0,0,0,0,1078.7678,0.0,6600,5,2,4,4,2,7,5,7,4,1,7,3,2,19328,13,1007.1254,0
90758179,0,0,0,0,0,0,1,0,0,0,0,0,0,1254.5065,0.0,20200,10,10,14,7,7,9,11,10,13,8,10,13,11,19328,12,1300.1683,0
40902564,0,0,0,0,0,0,0,0,0,0,0,0,0,3745.5994,0.0,20200,3,8,8,3,7,4,3,8,9,6,9,7,8,19328,12,4203.8481,0
75074874,0,0,0,0,0,0,0,0,0,0,0,0,0,782.30219,348.9743,5100,16,14,12,13,14,14,10,11,12,13,16,14,16,20058,78,474.92422,0
76556715,0,0,0,0,0,0,0,0,0,0,0,0,0,164.02143999999998,0.0,5200,28,27,28,26,29,25,28,30,29,23,26,26,26,20789,63,136.98398,0
25279988,0,0,0,0,0,0,0,0,0,0,0,0,0,456.95572000000004,0.0,1300,20,18,19,17,18,19,17,21,22,20,20,25,19,20058,23,125.24651999999999,0
70326763,0,0,0,0,0,0,0,0,0,0,0,0,0,995.0128199999999,0.0,5200,11,9,9,6,7,11,11,9,9,10,13,12,6,20423,13,995.54156,0
31781607,0,0,0,0,0,0,0,0,0,0,0,0,0,306.64786000000004,9.2378569,800,10,10,13,11,11,13,12,10,13,7,11,14,10,20789,135,30.800741,0
48277315,0,0,1,0,0,0,0,0,0,0,0,0,0,318.31143,99.50500500000001,400,0,-1,4,-2,1,-1,-1,-2,4,1,-1,3,-2,20058,114,57.011669,0
72206752,0,0,0,0,0,0,0,0,0,1,0,0,0,830.1492900000001,53.33142900000001,5100,21,15,22,15,18,17,20,17,19,16,22,21,19,20789,25,627.40118,0
56152106,0,0,0,0,0,0,0,0,0,0,0,0,0,1014.0014,0.0,5300,25,19,23,19,18,19,22,20,19,22,24,22,21,19328,13,1024.2507,0
29933341,0,0,0,0,0,0,0,0,0,0,0,0,0,598.14996,0.9392857,1700,25,29,28,24,27,25,28,29,28,26,30,28,27,20058,19,269.77106000000003,0
12763576,0,1,2,0,1,2,0,1,0,0,1,0,1,1953.3893,4.8428574,1500,1,0,5,2,3,2,0,0,5,2,0,2,2,20423,9,634.22113,0
76562113,0,0,1,0,0,0,0,0,0,0,0,1,0,876.60565,0.0,8700,7,8,11,5,6,6,6,5,8,6,6,9,6,20789,11,751.3745700000001,0
91992501,0,0,0,0,0,0,0,0,0,0,0,0,0,4031.272,64.28785699999999,6800,28,30,29,27,30,25,31,27,29,24,26,29,29,19693,51,314.55627000000004,0
17827641,0,0,0,0,0,0,0,0,0,0,0,0,0,843.2778300000001,0.0,5300,9,8,10,8,10,10,12,7,10,11,14,10,7,20058,23,683.92474,0
74854863,0,0,0,0,0,0,0,0,0,0,0,0,0,2176.4685,0.0,7700,4,-1,5,3,0,4,1,-1,2,2,3,2,3,20423,12,2240.4375,0
46356407,0,0,0,0,0,0,0,0,0,0,0,0,0,4811.793,0.0,9600,23,29,28,25,25,28,24,26,25,26,29,25,28,20789,12,115.39001,0
39468649,0,0,0,0,0,0,0,0,0,0,0,0,0,14562.953000000001,0.0,15200,26,21,22,23,23,26,22,24,25,23,26,26,22,20423,28,506.23535,0
61721983,1,2,0,0,0,0,0,0,0,0,0,0,0,1318.615,146.88928,1600,5,1,7,1,4,5,1,0,7,0,3,2,0,19693,75,82.189735,0
41574722,0,0,0,0,0,0,1,0,0,0,0,0,0,1619.0822,0.0,15700,2,4,7,2,5,4,2,3,7,1,8,7,1,19328,10,1593.825,0
58767583,0,0,0,0,0,0,0,0,0,0,0,0,0,1599.1287,0.0,10100,28,29,25,23,27,26,31,27,29,26,26,29,30,20423,13,1700.7947,0
19692826,0,0,1,0,0,0,1,0,0,0,0,0,0,766.9500099999999,0.0,6500,17,18,20,15,17,19,18,14,21,18,17,21,15,20423,15,1255.2047,0
45340839,0,0,0,0,0,0,0,0,0,0,0,0,0,3594.8735,0.0,18300,21,21,23,19,22,22,21,19,19,19,24,25,24,19328,24,668.5187400000001,0
13258500,0,0,0,0,0,0,1,0,0,0,0,0,0,1960.7793,0.0,5300,18,19,21,19,19,18,17,17,18,18,18,19,18,20789,14,744.88495,0
46861613,0,0,0,0,0,0,0,0,0,1,0,0,0,12912.838,522.94354,15100,22,20,23,24,24,22,26,23,23,20,27,27,25,19328,3,288.17667,0
72050622,0,0,0,0,0,0,0,0,0,0,0,0,0,446.68143,52.876431000000004,800,3,0,3,3,3,2,0,3,2,2,3,1,-1,20058,28,166.84071,0
13237763,0,0,0,0,0,0,0,0,0,0,0,0,0,340.55145,0.0,10100,18,18,21,18,16,20,17,17,18,16,21,22,21,20058,22,620.3136599999999,0
34317491,0,0,0,0,0,0,0,0,0,0,0,0,0,12687.07,1015.0493,14700,21,15,18,18,16,21,16,20,22,15,18,22,22,20789,17,654.29297,0
99820650,0,0,0,0,0,0,0,0,0,0,0,0,0,773.76501,0.0,8700,3,8,5,2,4,4,4,8,5,6,9,8,8,20423,61,335.88934,0
47717175,0,0,0,0,0,0,0,0,0,0,0,0,0,5396.3618,0.0,25100,23,21,23,21,24,23,24,27,24,25,28,25,22,19693,12,5456.4692,0
76252493,0,0,0,0,0,0,0,0,0,0,0,0,0,154.27785,0.0,3100,7,8,6,6,5,8,7,8,6,3,5,5,8,19328,12,158.60832,0
31342632,0,0,0,0,0,0,1,0,0,0,0,0,0,329.25784,43.234287,2800,11,6,12,9,6,11,7,10,12,10,13,10,9,19693,13,517.27771,0
66433355,0,0,0,0,0,0,0,0,0,0,0,0,0,701.43146,0.0,5600,4,1,3,1,4,6,1,0,6,3,3,5,0,19693,12,705.7758200000001,0
27663911,0,0,0,0,0,0,0,0,0,0,0,0,0,756.9693,0.0,2500,17,13,16,15,16,12,14,16,19,15,13,16,17,19328,17,563.62762,0
61737058,0,0,0,0,0,0,0,0,0,0,0,0,0,117.47785,6.106428599999999,1400,15,15,16,15,16,12,16,15,15,16,17,19,14,19693,20,408.27099999999996,0
53734752,0,0,0,0,0,0,0,0,0,0,0,0,0,86.332863,0.0,6500,5,0,3,1,4,2,2,1,7,4,7,2,0,19693,17,327.98528999999996,0
83076262,0,0,0,0,1,0,0,0,0,0,1,1,1,2707.2156,0.0,22500,27,21,23,24,25,24,23,25,26,24,27,24,26,19328,16,249.375,0
60905010,0,0,0,0,0,0,0,0,0,0,0,0,0,9391.041,2483.1199,10100,28,29,29,27,30,25,30,27,28,27,27,26,30,20423,31,145.70807,0
32158882,0,0,0,0,0,0,0,0,0,0,0,0,0,1412.033,0.0,6100,1,1,4,1,1,5,1,3,6,4,3,6,3,19328,12,1448.4508,0
72824860,0,0,0,0,0,0,0,0,0,0,0,0,0,485.08643,0.0,5200,5,2,5,1,4,3,3,7,8,2,7,4,4,20789,12,1024.2826,0
11833039,0,0,0,0,0,0,0,0,0,0,0,0,0,875.60284,0.0,16600,20,18,19,15,19,17,19,20,22,16,22,19,19,20423,29,416.9469,0
94751263,0,0,0,0,0,0,0,0,0,0,0,0,0,892.8892800000001,2.8971429,5200,15,12,16,12,15,16,16,16,16,15,13,18,16,19693,12,877.0275300000001,0
74576391,0,0,0,0,0,0,0,0,0,0,0,0,0,16.353571,0.0,18300,23,23,26,21,24,22,22,20,23,21,24,24,22,20058,49,113.46163,0
95627323,0,0,0,0,0,0,0,0,0,0,0,0,0,1596.6293,6.047143,3300,-1,1,1,2,-1,-1,2,1,4,1,-2,0,1,20058,34,103.34382,0
18555583,0,0,0,0,0,0,0,0,0,0,0,0,0,583.80286,0.0,2800,3,4,4,2,5,7,6,6,7,5,7,4,2,20058,16,488.24313,0
72344528,0,0,0,0,0,0,0,0,0,0,0,0,0,840.6763900000001,0.0,4300,0,2,2,2,2,1,4,0,5,2,0,2,2,20423,14,909.61359,0
31360563,0,0,0,0,0,0,1,0,0,0,0,0,0,25211.74,0.0,25000,25,21,22,20,23,26,26,24,23,24,23,26,24,19328,13,1162.1808,0
17549106,0,0,0,0,0,0,0,0,0,0,0,0,0,6396.5415,0.0,6400,22,24,23,23,24,25,22,24,23,23,27,24,22,20789,29,157.60414,0
26833349,0,0,0,0,0,0,0,0,0,0,0,0,0,363.44785,0.0,2300,23,18,22,17,19,21,17,22,22,17,19,21,22,20789,22,434.74954,0
40645806,0,0,0,0,0,0,0,0,0,0,0,0,0,705.26074,0.0,3600,17,19,19,15,19,21,20,21,19,19,21,18,19,19693,100,200.1143,0
55136673,0,0,0,0,0,0,0,0,0,0,0,0,0,2626.7542,4.7999997,5600,17,15,13,10,15,12,11,15,16,9,12,14,16,20058,17,486.22174,0
64168773,0,0,0,0,0,0,0,0,0,0,0,0,0,464.40717,0.0,5200,8,6,12,7,6,11,10,9,13,9,13,10,6,19328,71,293.78845,0
64896784,0,0,0,0,0,0,0,0,0,0,0,0,0,2684.0413,681.14288,10200,10,10,10,10,11,12,11,10,13,11,13,14,11,19328,26,375.66425,0
76403334,0,1,0,0,1,2,0,0,0,0,0,0,0,734.10999,405.26715,1000,28,27,29,26,29,25,31,29,25,24,27,28,26,20423,20,205.41951,0
33034449,0,0,0,0,1,0,0,0,0,0,0,0,0,877.95428,0.0,3000,23,23,25,20,23,22,22,20,23,24,26,27,22,20789,14,698.7706900000001,0
33900942,0,0,0,0,0,0,0,0,0,0,0,0,0,795.12067,20.928572,19400,18,14,20,14,17,18,18,16,19,17,17,16,15,20058,12,873.9375,0
15643536,0,0,0,0,0,0,0,0,0,0,0,0,0,858.1093099999999,390.92215,1000,16,14,16,12,12,14,14,11,15,13,16,15,13,20058,68,111.36,0
99638428,0,1,0,1,0,0,0,0,0,0,0,0,0,5052.7651,42.204285,6700,15,16,20,16,17,16,14,14,17,17,16,19,17,20423,15,210.75601,0
61438497,0,0,0,0,0,0,1,0,0,0,0,0,0,322.65643,0.0,3000,15,16,17,16,17,18,14,16,19,14,16,20,17,20058,23,234.06044,0
50582673,0,0,0,0,0,0,0,0,0,0,0,0,0,3899.1973,0.0,7200,14,14,13,13,11,11,10,11,16,12,12,17,16,20423,14,1560.4286,0
26676039,0,0,0,0,0,0,0,0,0,0,0,0,0,38.016426,0.0,1100,5,4,7,4,1,4,6,7,7,2,4,6,4,19328,19,146.12053,0
19471753,0,0,0,0,0,0,0,0,0,0,0,0,0,1749.1635,0.0,10100,4,1,7,0,0,3,5,4,4,3,3,5,3,20789,12,1782.8717,0
65716933,0,0,0,0,0,0,0,0,0,0,0,0,0,265.65213,0.0,1800,7,10,13,9,7,11,8,9,10,9,9,9,7,20058,28,511.905,0
48975428,0,0,0,0,0,0,0,0,0,0,0,0,0,349.77426,0.0,800,11,8,14,11,9,11,10,13,15,8,12,12,15,19693,32,98.132813,0
44192153,0,0,0,0,0,0,0,0,0,0,0,0,0,451.94,0.0,900,13,11,12,12,12,12,10,14,13,10,12,15,15,20423,42,92.455475,0
24118464,0,0,0,0,0,0,0,0,0,0,0,0,0,580.4500099999999,97.56572,9700,23,23,23,21,20,25,22,23,22,21,26,27,24,20789,19,1252.3126,0
92249115,0,0,0,0,0,0,0,0,0,0,0,0,0,1401.7079,0.0,4600,7,5,9,2,5,4,7,5,5,2,8,7,5,20423,12,1432.7075,0
43978139,0,0,0,0,0,0,0,0,1,0,0,0,0,3788.4758,10.5,4700,3,2,4,1,-1,1,3,-1,2,-2,1,1,-2,19693,12,412.44165,0
87586987,0,0,0,0,0,0,0,0,0,1,0,0,0,824.8992900000001,0.0,7100,23,26,24,25,29,28,28,29,24,23,29,27,26,19328,14,758.9442700000001,0
98666027,0,0,0,0,0,0,0,0,0,0,0,0,0,1682.9735,0.0,5300,12,11,14,10,10,10,11,7,13,8,11,14,8,19693,14,1273.2493,0
24337805,0,0,0,0,0,0,0,0,0,0,0,0,0,1581.6207,0.0,2600,26,21,24,21,22,26,24,25,23,24,27,25,25,20423,13,306.86922999999996,0
85074225,0,0,0,0,1,0,0,0,0,0,0,0,0,3047.7834,0.0,7800,0,-1,5,2,0,1,1,2,6,3,2,1,3,20789,19,705.60999,0
96442709,0,0,0,0,0,0,0,0,0,0,0,0,0,525.46075,0.0,16200,25,20,26,23,24,26,22,20,23,21,26,27,24,19693,12,440.37833,0
28567340,0,0,0,0,0,0,0,0,0,0,0,0,0,417.21573,0.0,800,8,9,13,9,7,8,11,9,13,10,10,13,9,20423,26,180.6723,0
79623907,0,0,0,0,0,0,0,0,0,0,0,0,0,22067.512000000002,102.80143000000001,23100,19,14,21,18,17,16,16,15,20,18,20,20,16,20789,45,228.42357,0
92470612,0,0,0,0,0,0,0,0,0,0,1,2,2,673.11688,50.643074,800,3,6,0,0,1,1,-1,5,-1,-1,2,3,0,20423,15,141.56734,0
76387311,0,0,0,0,0,0,0,0,0,0,0,0,0,1102.9464,0.0,8000,5,1,7,4,3,3,4,3,4,3,4,2,1,20058,14,1265.9443,0
60887904,0,0,0,0,0,0,0,0,0,0,0,0,0,10385.436,1039.8865,10200,23,28,28,23,25,27,25,28,28,25,28,24,29,19693,83,191.63289,0
89211738,0,0,0,0,0,0,0,0,0,0,0,0,0,297.35141,0.0,5300,16,11,13,12,14,11,13,15,15,13,15,14,16,19328,17,485.92117,0
23705679,0,0,0,0,0,0,0,0,0,0,0,0,0,15122.178999999998,147.03429,15200,17,18,21,16,16,18,19,18,19,16,19,22,21,20058,31,309.27097000000003,0
36292028,0,0,0,0,0,0,0,0,0,0,0,0,1,1702.5929,629.29285,3500,26,26,28,26,29,25,28,29,27,25,28,28,29,20058,37,276.7811,0
37717207,1,0,0,0,1,0,0,0,0,0,0,0,0,810.93713,0.0,1700,10,11,10,8,11,13,11,8,11,8,11,11,8,20058,21,288.87237999999996,0
42544187,0,0,0,0,0,0,0,0,0,0,0,0,0,1919.5979,9.312142399999999,26100,2,-1,4,-2,-1,2,-1,-1,1,-2,2,4,-2,20423,14,1666.2814,0
26984013,0,0,0,0,0,0,0,0,0,0,0,0,0,678.06573,224.55,5300,20,14,18,14,14,16,16,14,18,14,18,20,19,19693,28,921.77496,0
89839236,0,1,0,1,0,0,0,0,0,1,0,0,1,2237.3801,0.0,10100,21,22,22,19,22,23,22,22,19,22,21,23,20,20789,13,923.12305,0
64067799,0,0,0,0,0,0,0,0,0,0,0,0,0,1211.3229,0.0,2700,26,25,25,25,25,25,24,28,25,23,29,28,28,19328,1,0.0,0
41211922,0,0,0,0,0,0,0,0,0,0,0,0,0,237.38356000000002,0.0,1200,23,24,23,21,24,23,23,24,23,24,28,28,25,20789,36,102.77639,0
45241309,0,0,0,0,0,0,0,0,0,0,0,0,0,3236.49,0.0,9100,24,21,24,21,24,24,27,27,23,24,28,24,25,19328,16,1602.9293,0
38659582,0,0,0,0,0,0,0,0,0,0,0,0,0,183.59856000000002,0.0,5300,-1,-2,1,2,2,-2,-1,-1,5,-2,1,4,1,19693,19,269.39316,0
31680535,0,0,0,0,0,0,0,0,0,0,0,0,0,1228.5836,0.0,6300,4,3,3,1,0,2,1,0,4,3,3,6,0,20058,12,1290.9717,0
28108308,0,0,0,0,0,0,0,0,0,0,0,0,0,6525.9507,150.26643,10400,24,18,23,19,19,20,25,19,19,20,24,25,20,20789,12,237.31667000000002,0
86355140,0,0,0,0,0,0,0,0,0,0,0,0,0,1087.995,103.73,4100,7,6,8,8,9,6,7,5,8,5,6,12,6,20423,16,612.40747,0
80369475,1,0,0,0,0,1,0,0,0,0,1,0,0,3147.6372,115.40071,3500,10,8,10,10,10,10,8,11,11,8,14,14,8,20423,26,209.84423999999999,0
39708295,0,0,0,0,0,0,0,0,0,0,0,0,0,207.78285,0.0,5200,11,10,12,10,9,8,7,10,13,6,10,9,10,20789,37,282.31137,0
85441107,1,1,2,2,3,1,1,0,0,0,0,0,0,560.0543200000001,0.0,600,4,8,5,6,5,5,3,8,5,5,6,4,8,19693,37,70.522438,0
33255105,1,0,0,1,0,0,1,0,0,1,0,0,0,5073.6274,0.0,5200,25,30,28,27,29,26,27,29,28,23,26,26,27,20423,12,444.78085,0
82548111,0,0,0,0,0,0,0,0,0,0,0,0,0,717.36426,0.0,4300,5,4,7,2,5,6,5,4,8,5,8,3,1,19693,12,748.53339,0
37628791,0,0,0,0,0,0,0,0,0,0,0,0,0,1732.283,0.0,2300,23,21,23,21,24,26,26,27,27,22,27,28,22,20789,19,555.4384200000001,0
