id_cpte,lag_pay1,lag_pay2,lag_pay3,lag_pay4,lag_pay5,lag_pay6,lag_pay7,lag_pay8,lag_pay9,lag_pay10,lag_pay11,lag_pay12,lag_pay13,delqcycle1,delqcycle2,delqcycle3,delqcycle4,delqcycle5,delqcycle6,delqcycle7,delqcycle8,delqcycle9,delqcycle10,delqcycle11,delqcycle12,delqcycle13,avg_balance,avg_cashbalance,creditlimit_max,lag1,lag2,lag3,lag4,lag5,lag6,lag7,lag8,lag9,lag10,lag11,lag12,lag13,default,date,num,avg_pay,total_reversal,total_exceed,no_obs
29088271,30,30,0,-6,-25,-15,-27,-20,-28,-3,30,-2,-14,2,0,0,0,0,0,0,0,0,0,0,0,0,210.84572,10.210714,600,25,27,25,24,30,28,31,26,29,27,27,25,30,1,20789,18,76.211113,0,0,0
29094575,30,30,21,20,-1,-4,-2,6,8,14,-5,19,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,2486.5842,3.7142856,2900,6,1,4,2,5,6,2,6,8,2,8,4,4,0,19693,33,156.52879,0,0,1
29099687,30,30,9,-13,15,4,6,30,-13,-5,-17,-14,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,573.48425,87.047134,11600,17,15,20,15,15,20,19,15,18,14,18,20,19,0,20423,19,426.53842,0,0,0
29102445,30,30,13,22,15,17,11,7,30,14,12,30,21,0,0,0,0,0,0,0,0,0,1,0,0,0,209.73572,0,1200,6,1,5,5,4,4,5,3,8,1,7,3,4,0,20058,11,206.59546,0,0,0
29103511,30,30,11,-7,-14,-12,-7,3,-18,-18,-6,-6,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,333.69571,0,2700,17,18,18,16,15,18,16,17,22,19,21,18,21,0,20789,60,247.233,0,0,1
29104537,30,30,-8,-7,14,30,-14,-4,-13,-13,-10,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,9098.9756,2925.1877,9100,17,18,20,14,15,16,18,14,21,14,18,20,16,0,19328,14,188.54001,0,0,1
29114364,30,30,-6,-4,18,30,19,30,9,30,30,-2,-3,0,0,0,0,0,0,0,0,1,0,1,0,0,2946.7986,313.87357,18100,10,5,12,9,5,6,10,5,11,5,6,8,8,0,19693,10,368.19699,0,0,1
29118701,30,30,20,22,13,7,27,21,24,17,15,23,14,0,0,0,0,0,0,0,0,0,0,0,0,0,409.45712,0,4600,4,4,4,0,3,6,1,3,6,4,3,2,4,0,19693,12,425.75168,0,0,0
29129318,30,30,22,25,-1,10,0,18,30,-2,30,23,11,0,0,0,0,0,0,0,0,0,0,0,0,0,440.54642,0,2200,3,5,5,2,1,3,5,3,8,4,5,6,4,0,20058,17,617.40411,0,0,0
29147046,30,30,1,17,0,9,21,5,12,2,-4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11097.689,696.44141,11700,2,5,4,2,1,3,6,6,7,4,8,4,4,1,20423,68,467.61868,0,0,1
29159532,30,30,-13,-12,-10,7,-6,-15,7,16,-5,8,6,0,1,0,0,0,0,0,0,0,0,0,0,0,592.75,0,800,19,14,18,15,14,19,19,18,17,14,18,18,19,0,19328,95,61.807896,0,0,1
29161794,30,30,15,21,12,-1,1,27,30,-1,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488.40356,0,5100,2,0,6,3,3,6,1,0,4,4,6,2,1,0,20423,20,748.823,0,0,1
29213504,30,30,30,30,-10,-16,2,5,1,7,5,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,288.73071,0,19100,20,15,22,19,18,17,16,20,21,15,19,21,21,0,19693,12,458.67081,0,0,1
29214714,30,30,-10,-2,-12,-6,-11,-14,-11,-8,-4,-15,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,406.19214,0,6200,20,15,21,16,18,18,20,20,19,18,18,18,22,0,20423,12,391.10416,0,0,1
29217168,30,22,-7,17,16,17,19,1,6,-5,-11,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2079.8193,0,3300,8,7,10,7,10,9,8,9,12,7,12,13,9,0,19693,31,291.45001,0,1,0
29221620,30,30,-7,-1,30,16,19,20,15,20,12,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2334.5437,167.65356,12200,9,9,11,9,6,5,7,8,8,9,10,9,6,0,19693,33,672.74091,0,0,1
29229213,30,12,-6,30,-5,10,2,-11,9,9,-11,-2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,268.64499,0,9400,19,17,19,16,17,19,14,14,20,16,17,19,15,0,20789,44,163.91908,0,0,1
29244092,30,30,-9,30,0,2,30,30,-6,5,-2,-5,0,0,1,0,1,0,1,1,2,0,0,0,0,0,1766.4407,0,2400,7,6,13,10,6,11,10,6,10,7,13,10,6,0,19693,12,176.25584,0,0,0
29252821,30,13,-13,-4,-10,-1,3,6,1,-6,-14,-5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,291.32071,0,7700,17,15,17,17,18,16,16,18,21,15,18,20,19,0,20423,50,191.6312,0,0,1
29255188,30,30,-11,-8,-11,-22,-24,30,30,-15,30,-4,30,1,0,0,0,0,0,0,0,1,0,0,0,1,533.82642,1.8771429,1000,22,21,23,20,23,23,25,23,26,21,24,26,22,0,20058,14,112.89,0,0,1
29256193,30,30,24,10,18,11,4,20,15,15,3,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4115.8901,0,14300,2,-1,4,-2,-2,2,3,1,1,-2,2,3,-2,0,20789,17,324.94998,0,0,1
29260329,30,30,-10,-2,-3,-4,-11,-3,-5,1,-15,-9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1300.7615,0,16700,17,18,19,15,15,21,19,18,18,16,21,21,18,0,19328,25,813.39081,0,0,1
29262851,30,30,-7,4,-1,-2,21,30,-7,-8,16,5,30,0,0,0,0,0,0,0,0,0,0,1,0,0,6076.9438,28.571428,10100,12,8,11,7,11,9,8,8,14,10,10,14,7,1,20423,13,1563.16,0,0,1
29267713,30,30,-8,-14,-1,-14,-21,-10,-6,-11,-25,-15,-7,0,1,0,1,0,0,0,0,0,0,0,0,0,21912.877,999.48718,21100,24,30,25,23,29,26,27,30,28,26,26,29,27,0,19693,46,342.0213,0,0,1
29281620,30,30,10,8,-5,18,23,6,3,17,-1,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,261.30643,0,16300,7,4,6,3,5,5,4,4,9,5,9,4,8,0,20423,134,153.21985,0,2,0
29284081,30,30,-1,-1,6,3,16,-4,-9,10,-1,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,744.58783,152.10143,3900,11,12,15,8,8,14,12,14,14,12,15,15,15,0,20789,42,119.23952,0,0,1
29287023,30,30,-7,1,-1,-8,-5,-1,-4,22,30,-2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,2043.4872,0,5100,10,6,8,5,5,9,7,5,9,8,10,8,9,0,20058,12,2121.4009,0,0,1
29287129,30,30,4,13,14,9,1,7,4,11,-2,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,147.66,14.379286,1000,10,5,11,6,5,9,9,9,9,9,6,8,5,0,20423,32,166.18687,0,0,0
29288758,30,30,1,0,30,-15,30,-18,-14,3,30,3,30,1,0,0,0,0,0,1,0,0,1,0,1,0,215.715,0,1100,24,22,19,19,22,20,21,23,20,22,21,23,23,0,19328,8,346.97626,0,0,0
29291610,30,9,-18,-14,-14,-21,-17,-12,-17,-16,-22,-19,30,0,0,0,0,0,0,0,0,1,1,0,0,0,2306.8101,58.974285,2400,21,19,21,19,19,22,20,22,22,17,22,25,20,1,20789,28,118.19643,0,0,1
29317184,30,30,6,11,12,8,15,8,23,24,30,-1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1133.85,0,15200,0,0,5,2,0,2,4,3,3,-1,3,1,2,0,20423,12,1176.2574,0,0,1
29329892,30,30,-6,22,25,-2,10,-2,-2,-2,-1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,5700.9482,209.32715,7700,9,9,11,6,5,6,10,5,8,8,6,8,6,0,19328,62,321.17871,0,0,1
29334010,30,30,-8,30,-6,7,30,-9,-15,-9,-14,-12,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,891.56287,0,5100,17,14,20,15,15,19,19,15,20,17,20,17,15,0,20058,10,979.71906,0,0,1
29348660,30,30,19,10,20,4,0,7,-3,-5,-3,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1915.9271,0,4100,8,10,9,10,9,12,8,9,9,10,9,12,7,0,19693,39,1271.0505,0,0,0
29368340,30,30,6,24,5,11,23,5,2,2,-1,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3040.1699,132.31999,4200,0,-1,5,3,3,1,4,3,3,3,3,1,0,1,20789,38,486.27893,0,0,1
29385004,30,30,22,18,18,18,21,16,17,23,19,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,702.57648,0,10100,3,-1,3,2,0,5,1,2,3,0,3,2,3,0,20789,12,1774.1084,0,0,1
29393870,30,30,-3,-1,4,-18,-24,0,-9,-2,-8,-25,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,24.423573,0,3200,23,22,24,22,22,26,27,24,26,24,28,25,22,0,19328,24,93.709587,0,0,0
29401854,30,30,14,19,22,16,30,-3,-10,8,5,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,549.39288,0,2200,10,10,14,8,7,13,11,7,14,11,14,14,7,0,20058,12,541.92749,0,0,1
29405047,30,30,-4,30,1,30,-3,-4,-3,21,30,-3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3659.7964,178.56929,15000,2,5,5,4,2,6,6,4,4,4,7,6,2,1,19328,11,561.5,0,0,1
29405108,30,30,-10,19,22,30,15,20,6,1,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4373.335,72.14286,11400,10,11,11,8,7,10,12,7,13,7,10,11,10,0,19693,27,1089.1222,0,0,1
29415694,30,30,0,5,5,11,19,6,7,17,8,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1685.7164,45.060711,2200,0,0,5,0,-1,4,4,0,6,-1,3,5,0,0,20058,74,127.06487,0,0,1
29422530,30,30,-6,1,-3,-10,-7,-8,8,-1,-12,-11,-5,0,1,0,0,0,0,0,0,1,0,0,0,0,1591.5729,4.3285713,6100,24,21,18,19,19,21,21,21,22,16,23,25,20,0,20058,12,1637.7275,0,0,1
29427333,30,30,-10,30,6,30,-5,11,30,-8,15,30,-9,0,0,0,0,0,0,0,1,0,0,0,0,0,330.94717,0,3900,17,12,18,16,16,16,14,16,18,13,13,19,17,0,20058,10,392.19501,0,0,0
29434030,30,30,-8,-14,30,5,-13,-10,-22,-17,0,11,10,0,0,0,0,1,2,0,0,0,0,1,0,0,7509.3569,0,12200,20,19,21,16,18,17,17,20,22,18,22,18,19,0,20423,18,2415.7788,0,0,1
29441114,30,20,30,-3,-5,30,-3,-5,-10,0,-9,-5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,11310.7,0,15000,7,9,9,8,6,6,7,6,11,6,10,9,6,1,19693,11,388.40457,0,0,1
29446677,30,30,30,30,30,30,-13,30,-21,6,-2,-14,-13,0,0,0,0,0,0,0,1,0,0,0,0,0,26.617142,0,700,24,29,24,26,25,24,27,25,25,23,26,28,26,0,20789,20,191.27499,0,0,1
29455271,30,30,-14,-3,-13,-3,-2,-14,-7,5,-18,5,-21,0,0,0,1,1,1,0,0,0,1,1,2,0,561.1236,4.3285713,1200,24,24,26,25,25,26,23,28,27,22,25,24,22,0,19693,28,135.62465,0,0,1
29457503,30,30,-15,-8,-11,-15,-16,-5,1,-16,-13,-25,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,369.5593,0,5300,27,26,24,25,29,27,25,26,25,25,28,25,28,0,20789,37,161.82541,0,0,1
29461525,30,30,-21,-14,-29,-13,-3,-9,-20,4,-12,-2,-29,0,0,0,0,0,0,0,0,0,0,0,0,0,954.89716,3.3185713,1300,27,25,28,25,29,27,25,28,25,23,29,24,29,0,20789,79,165.99417,0,0,0
29462279,30,30,-4,-7,16,1,-4,12,6,-4,14,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,929.21075,0,18200,13,11,12,13,14,12,14,12,12,9,13,18,16,0,20789,29,708.52173,0,0,1
29463495,30,30,-5,5,30,-26,-13,-24,30,4,-26,-15,-1,0,0,0,1,0,1,0,0,0,0,0,0,0,917.61713,1.725,1100,27,24,23,21,22,27,24,24,23,21,27,27,25,0,20058,17,101.50883,0,0,0
29473178,30,30,-14,-9,-6,-9,-15,-6,-10,-7,-14,-10,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,6957.5181,1679.9215,18600,18,12,19,15,15,16,17,12,18,15,16,18,17,1,19693,12,218.41667,0,0,1
29481624,30,30,-13,8,4,-2,10,1,12,16,2,-6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,90.336426,0,1300,15,15,15,12,13,15,13,16,18,12,13,18,14,0,19328,24,236.505,0,0,0
29490864,30,22,5,30,-9,-8,4,-3,-5,-2,30,2,30,0,0,0,0,0,0,0,0,0,0,0,1,0,1573.8771,745.27716,3300,10,7,14,10,10,9,12,10,10,8,13,13,7,0,20423,11,74.018181,0,0,1
29500132,30,26,23,26,17,30,29,23,22,26,30,19,31,0,0,0,0,0,0,0,0,0,0,0,0,0,2425.2244,0,15200,3,2,1,-1,1,1,-1,2,4,1,1,4,-2,0,20058,14,1973.2764,0,0,1
29522560,30,30,-10,-12,-10,-16,-14,-13,-12,-11,-21,-14,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,2120.3228,0,9300,24,27,29,26,26,29,31,26,28,23,30,28,27,0,19693,12,801.85834,0,0,1
29532371,30,30,7,5,-3,0,-9,5,-11,4,-19,-12,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2156.7581,58.549286,5000,19,15,17,14,15,16,18,17,20,14,20,17,16,0,19693,56,403.15106,0,0,1
29533558,30,30,26,3,30,4,23,8,26,25,-1,-4,30,0,0,0,0,0,0,0,0,0,0,0,0,1,4135.6138,28.443571,4500,3,2,4,5,2,7,5,7,4,4,5,4,5,1,19693,36,355.56833,0,0,1
29540585,30,30,7,22,28,4,26,0,18,18,14,26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,716.97571,16.747858,5300,-1,-1,2,-2,-1,2,2,1,5,-2,2,3,-2,0,20423,27,1049.6451,0,0,1
29542678,30,30,7,30,10,4,-11,-4,1,6,30,-21,-4,0,1,2,0,0,0,0,0,1,0,0,0,0,586.2879,0,2400,21,18,22,15,19,21,17,21,22,16,22,22,18,0,19693,12,614.55334,0,0,0
29544289,30,30,13,11,27,30,23,21,-6,24,30,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9633.6553,360.14859,16500,3,5,5,2,1,6,5,3,7,4,5,4,1,1,20789,14,723.04999,0,0,1
29556767,30,30,12,18,17,14,17,0,13,13,18,30,19,0,0,0,0,0,0,0,0,0,0,0,0,1,8116.7798,70.01429,9200,1,3,6,-1,0,1,4,3,5,2,2,5,3,1,20789,12,1087.2916,0,0,1
29557611,30,30,19,24,2,14,30,14,7,13,30,13,22,0,0,1,0,0,0,0,0,0,0,0,0,0,1339.2107,5.9014287,2600,1,0,2,2,3,1,0,2,2,2,-1,1,0,0,20423,14,278.73785,0,1,0
29570391,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,1,11108.471,0,15100,3,4,4,4,1,7,2,6,5,2,5,6,2,0,19693,1,0,0,0,1
29583053,30,30,30,23,22,28,21,19,18,0,22,23,16,0,0,0,1,0,0,0,0,0,0,0,0,0,184.495,7.3571429,2800,0,-2,5,-1,1,-2,-1,2,1,2,-1,0,1,0,20789,13,297.18616,0,0,1
29609580,30,15,-18,7,4,12,8,10,-9,6,-14,-17,8,0,1,0,0,0,0,0,0,0,0,0,0,1,563.23785,75.458572,600,16,14,19,13,17,15,17,16,20,14,20,17,14,1,19693,109,106.09211,0,0,1
29610188,30,30,13,0,-1,4,-6,-6,3,14,3,7,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,861.93933,24.125715,2100,11,7,13,6,10,8,11,9,12,7,13,12,7,0,20789,45,321.41754,0,0,1
29617912,30,30,9,11,18,13,9,9,1,5,5,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,454.01071,0,5800,-1,-2,2,-2,1,2,0,-2,5,1,-2,3,-2,0,20423,20,339.35052,0,0,0
29627725,30,30,-14,2,-5,13,-6,15,-2,13,-15,-16,30,3,0,0,0,0,0,0,0,0,0,0,0,1,1627.91,32.440716,1500,16,13,19,16,16,16,17,13,17,16,19,19,15,1,20423,102,87.16951,0,0,1
29632619,30,30,15,2,7,14,10,7,1,4,12,-12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,458.87997,39.337139,1300,12,10,11,11,7,12,12,10,14,8,10,13,11,0,20058,17,262.60178,0,0,1
29632938,30,30,-3,3,8,-5,12,5,-11,15,30,-6,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,613.90857,0,10600,14,15,18,15,13,12,13,12,15,15,16,18,17,0,19328,29,328.1824,0,0,0
29662855,30,30,21,7,6,21,24,27,6,24,10,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6541.7778,40.472858,7700,0,0,2,2,2,1,0,2,5,2,-1,2,2,1,20789,47,170.02788,0,0,1
29663579,30,30,13,-5,0,19,16,1,-14,11,-11,-10,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,5375.9048,0,8200,11,12,14,11,9,10,13,14,15,11,11,11,11,0,19693,20,1201.354,0,0,1
29671482,30,30,16,15,23,-1,20,10,23,28,18,17,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1031.6307,0,5700,4,3,3,3,3,2,1,1,4,1,6,2,0,0,20789,23,395.52872,0,0,1
29686414,30,30,9,10,6,6,4,30,10,9,-6,-11,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,195.00215,0,5300,17,15,13,13,14,14,14,14,16,13,15,18,16,0,20058,12,211.77501,0,0,1
29694943,30,30,-5,-6,-6,30,19,30,-9,-6,-11,-8,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,3392.825,259.81427,6500,10,11,10,8,7,12,11,8,14,11,11,11,11,1,20423,11,78.810905,0,0,1
29697277,30,30,-17,30,-25,-12,-22,3,-15,-10,-18,-15,-27,0,0,0,0,0,0,0,0,0,0,0,0,0,1278.665,0,7700,27,28,24,22,28,25,24,25,24,23,29,25,28,0,20058,13,1282.7693,0,0,1
29701739,30,30,17,18,13,12,-3,5,8,14,1,30,30,0,0,1,1,0,0,0,0,0,0,0,0,1,1721.8301,11.068571,2500,10,9,12,5,8,8,10,9,11,9,10,8,8,1,19693,26,65.693848,0,35,0
29704318,30,30,12,14,9,14,13,30,12,10,12,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,357.22784,0,10200,17,12,15,10,15,15,14,14,12,13,12,15,13,0,19328,13,380.36926,0,0,1
29705451,30,30,7,24,30,21,30,13,30,7,17,27,5,0,0,0,0,0,1,0,1,0,1,0,0,0,1848.0756,0,5600,1,-1,6,3,3,5,1,2,3,-1,0,1,-1,0,20058,11,1716.5863,0,0,0
29707706,30,30,24,24,26,23,20,28,28,24,30,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,2227.5115,0,20200,0,0,5,0,3,4,4,0,2,2,-1,1,0,0,20058,11,2250.5364,0,0,1
29727209,30,30,4,-2,-5,-1,-4,7,2,-12,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,187.13571,0,2100,19,17,20,14,13,16,17,16,19,17,19,16,17,0,19693,37,326.37378,0,1,0
29741020,30,30,-6,-2,-8,8,1,-9,-7,-8,-9,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4689.9102,10.622857,18100,16,17,19,13,17,16,18,17,17,17,20,16,15,1,19328,13,722.52924,0,0,1
29756393,30,6,-2,-16,9,30,-24,30,-1,-5,-10,-20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,42.294285,0,2800,22,23,26,21,20,26,26,21,22,24,23,24,25,0,20789,28,203.04642,0,0,1
29769282,30,30,30,-3,-11,9,-10,-7,-7,-2,30,-8,5,0,0,1,0,0,1,0,0,0,0,1,0,1,33312.16,3289.0828,50200,17,18,18,15,16,17,19,17,18,18,19,18,18,1,20789,11,3545.2273,0,0,1
29775904,30,30,30,-12,-1,-1,-1,-4,-3,11,-3,30,1,0,0,1,0,0,0,0,0,0,1,0,1,0,386.43286,0,1500,20,18,18,17,18,21,21,22,21,17,23,25,19,0,19693,17,227.2406,0,0,0
29781976,30,30,-9,-8,-14,1,-7,-5,-13,-5,-9,-16,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,8323.8418,917.4707,25100,24,28,28,22,25,24,24,26,27,22,25,27,25,0,20058,12,172.8875,0,0,1
29790695,30,30,1,-12,1,-21,-6,-9,-14,-11,-6,-14,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,9693.1641,193.58286,11400,24,19,18,19,18,22,17,19,22,17,22,25,20,0,20423,28,537.38568,0,0,1
29793906,30,30,8,10,9,7,13,9,9,-2,11,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2330.5835,0,5200,3,7,9,6,5,5,3,5,6,3,5,4,8,0,19693,15,2648.4573,0,0,1
29806723,30,30,15,8,9,-6,3,18,3,24,8,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1319.8171,33.285713,2100,7,8,8,9,9,6,9,9,9,6,9,9,6,0,19693,24,141.9375,0,0,0
29810812,30,20,-4,16,-3,21,11,10,9,16,-9,-9,-3,1,0,0,1,0,0,0,0,0,0,0,0,0,290.06857,0,800,8,9,13,9,7,8,11,10,10,7,13,12,10,0,20789,28,133.97714,0,0,0
29817742,30,30,19,17,20,7,-6,19,-6,8,12,-2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,50.579998,16.200001,800,7,5,11,8,5,5,9,5,8,5,7,8,5,0,19693,26,142.04538,0,0,1
29820318,30,30,-15,-21,-3,4,5,30,-8,-22,-14,-15,-18,0,0,0,0,0,0,0,0,0,0,0,0,0,4643.165,253.6757,15300,22,18,20,23,21,19,24,20,23,23,21,26,20,0,20789,29,1358.2252,0,0,1
29836934,30,30,20,0,16,9,26,8,25,16,11,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,960.07568,0,1600,3,3,2,3,2,4,3,3,5,3,3,5,0,0,19328,31,329.71289,0,0,1
29838582,30,30,-11,-6,-6,-9,-3,-7,-14,-3,-6,-9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3827.7542,0,10300,18,12,19,13,13,15,13,15,15,15,16,18,14,0,19328,18,1211.3589,0,0,1
29846589,30,30,-6,0,20,11,7,6,-4,30,10,30,30,0,0,0,0,0,0,0,0,0,0,1,2,1,923.5343,5.7807145,1000,7,7,8,6,4,5,3,5,8,3,6,8,4,1,20058,13,152.5477,0,0,1
29857290,30,30,-8,-2,-3,30,-3,30,-3,28,30,-2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2825.2922,0,6700,3,8,8,6,7,4,4,8,8,2,8,7,7,0,19693,12,2712.9949,0,0,1
29865735,30,30,2,17,17,15,17,27,16,18,18,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,12496.955,65.593575,14100,4,3,2,0,-1,4,4,2,6,2,0,1,-1,0,20789,17,303.56763,0,0,1
29879771,30,30,-11,-2,-5,-10,-5,0,-3,1,-11,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,8004.311,136.6993,10800,16,16,19,13,13,18,15,14,16,14,17,17,15,1,20423,13,193.02309,0,0,1
29890482,30,30,-8,30,-2,1,4,6,9,-1,30,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1143.1715,0,5100,13,12,12,9,14,14,10,12,13,9,13,14,12,0,20058,10,1554.277,0,0,1
29902151,30,30,0,-1,30,30,30,30,3,30,20,30,30,1,2,0,0,0,1,2,3,0,1,0,0,1,1398.3878,0,1500,3,5,5,2,5,6,3,7,4,2,5,7,2,1,20423,9,407.8978,0,0,1
29908849,30,30,30,4,-3,30,-17,-6,30,-4,-1,-17,30,0,0,1,0,0,1,2,0,1,0,0,0,1,7567.063,0,7500,21,18,22,22,18,19,21,20,22,23,23,25,20,1,20789,8,809.68872,0,0,1
29927591,30,30,25,21,5,10,-1,4,-1,13,9,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,410.70215,0,700,4,-1,2,0,3,2,4,-1,6,2,0,2,-1,0,19328,44,98.176361,0,0,0
29933341,30,30,2,-1,-12,-12,-5,30,-5,-2,-29,30,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,598.14996,.9392857,1700,25,29,28,24,27,25,28,29,28,26,30,28,27,0,20058,19,269.77106,0,1,0
29937151,30,30,2,30,-26,30,0,30,-24,-25,-23,30,-26,0,0,0,0,0,0,0,1,0,0,0,1,0,1686.0565,3.2964287,6800,23,25,27,25,28,28,27,26,25,25,26,24,26,0,20423,12,931.02338,0,2,0
29941047,30,30,-6,30,-4,-9,2,-9,-9,-5,-13,-4,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,620.86859,0,5100,27,26,28,23,25,28,25,28,28,25,28,28,29,0,20423,11,590.29095,0,0,1
29971476,30,30,-13,-1,-1,-11,-4,-3,13,-4,-14,-9,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2524.0134,0,14200,17,18,21,14,15,19,15,14,17,14,21,18,16,0,19328,13,2328.073,0,0,1
29981439,30,30,-16,-10,-4,-1,-3,-16,-11,30,-15,30,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,395.41998,0,3700,27,29,24,23,29,28,27,29,24,23,28,27,26,0,20423,20,499.24551,0,0,1
30023502,30,16,3,12,4,11,-4,9,12,3,12,-5,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,1459.9801,14.571428,3300,18,12,19,13,16,12,14,13,18,16,13,16,16,0,20058,54,315.99649,0,0,0
30032415,30,30,-11,-17,-4,-15,-7,-7,-10,1,-7,-7,-12,0,0,0,0,0,0,0,0,0,0,0,0,1,16361.272,1310.0836,15800,22,21,19,20,19,23,22,19,19,23,23,22,20,1,19328,27,296.27777,0,0,1
30040273,30,30,16,14,20,11,17,13,10,15,16,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2294.02,16.02857,5100,3,3,5,3,-1,4,1,3,6,2,0,1,0,0,20058,12,166.73334,0,0,1
30049984,30,30,11,10,12,15,13,13,13,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3607.6743,404.71286,7900,4,8,5,6,4,4,4,8,8,5,5,5,7,1,20058,20,203.24899,0,1,0
30064020,30,30,-5,-8,-11,-5,-8,1,3,-8,30,-7,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,1124.8607,59.30143,6800,21,19,18,17,18,18,20,19,18,17,22,24,20,1,20058,27,473.51627,0,0,1
30077515,30,30,-10,-14,30,-24,-10,-17,-23,3,-8,-11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,71.979996,0,700,24,30,25,27,29,28,31,27,28,27,29,29,26,0,19328,21,83.727623,0,0,1
30134384,30,30,-11,-3,-3,-8,-6,7,-4,-10,-16,-11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1575.5465,0,5300,15,13,19,12,15,13,14,12,15,12,17,19,14,0,19693,15,537.19464,0,0,1
30138696,30,30,12,6,21,20,10,5,17,30,-3,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19464.592,1353.79,20600,2,4,7,4,1,3,5,4,4,0,4,5,4,1,20423,21,2100.1121,0,0,1
30142789,30,30,-23,-5,-9,-8,-17,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1053.12,0,11500,27,21,24,25,21,24,24,24,26,24,27,25,22,1,20423,15,1405.4214,0,0,0
