id_cpte,delqcycle1,delqcycle2,delqcycle3,delqcycle4,delqcycle5,delqcycle6,delqcycle7,delqcycle8,delqcycle9,delqcycle10,delqcycle11,delqcycle12,delqcycle13,avg_balance,avg_cashbalance,creditlimit_max,lag1,lag2,lag3,lag4,lag5,lag6,lag7,lag8,lag9,lag10,lag11,lag12,lag13,default,date,num,avg_pay,total_reversal
14454573,0,0,0,0,0,0,0,0,0,0,0,0,0,143.29715,0,15900,23,22,26,22,24,26,26,25,27,25,24,24,26,0,19693,3,504.68668,0
14456981,0,0,0,0,0,1,0,0,0,0,1,0,0,3479.2656,0,8600,17,12,19,13,13,13,17,16,19,16,16,16,14,0,20058,11,827.72272,0
14460305,0,0,0,0,0,0,0,0,0,0,0,0,0,41.862144,0,1400,19,16,19,16,13,16,15,13,19,17,17,17,17,0,20789,21,133.00143,0
14462225,0,0,0,0,0,0,0,0,1,0,0,0,1,618.5943,0,1700,15,14,17,17,16,18,15,13,19,16,19,19,15,0,20789,17,1135.75,0
14465037,0,0,0,0,0,0,1,0,1,0,1,0,0,4234.1221,0,6700,22,24,25,24,24,26,25,24,22,23,23,26,25,0,20789,12,332.75,0
14470184,0,0,0,0,0,0,0,0,0,0,1,0,0,666.13,155.31786,1050,18,15,15,15,16,12,13,15,15,16,17,19,14,0,20058,24,148.06708,0
14477839,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7978573,0,1800,14,9,15,8,12,10,13,11,15,8,14,11,14,0,19693,34,130.04883,0
14502055,0,0,0,0,0,0,0,0,0,0,0,0,0,15001.596,15.667857,17200,4,4,4,3,4,2,5,0,7,1,3,6,0,1,20423,59,425.71658,0
14504464,0,0,0,0,0,0,0,0,0,0,0,0,0,54.494286,0,1700,25,23,22,24,21,22,26,24,26,24,24,26,24,0,20058,55,117.87255,0
14512892,0,0,0,0,0,0,0,0,0,0,0,0,0,993.72284,0,5300,17,16,15,16,13,12,17,15,18,12,17,18,16,0,20789,22,746.7182,0
14513219,0,0,0,0,0,0,0,0,0,0,0,0,0,1053.4521,0,15100,-1,1,2,-1,-1,1,3,-1,1,2,2,0,1,0,20058,12,1081.2125,0
14520552,0,0,0,0,1,0,0,0,0,0,0,0,1,814.95569,4.9278574,1005,24,27,28,24,29,25,28,30,25,23,29,26,29,1,20789,28,93.816078,0
14528503,0,0,0,0,0,0,0,0,0,0,1,0,0,2246.6008,0,3200,21,19,23,19,18,22,24,19,20,20,21,23,23,0,19693,13,357.80695,0
14530349,0,0,0,0,0,0,0,0,0,0,0,0,0,483.37357,0,2900,24,21,27,25,21,26,26,28,24,24,27,24,23,0,20789,10,436.64902,0
14536990,3,1,0,1,0,1,1,0,0,1,2,0,0,1515.2528,0,1200,27,26,27,25,29,25,27,28,24,22,28,28,25,1,19328,118,87.311859,0
14541266,0,0,0,0,0,0,0,0,0,0,0,0,1,432.54355,0,2200,2,4,6,1,0,3,4,4,3,1,4,2,4,1,19328,16,132.4725,0
14573002,0,0,0,0,0,0,0,0,0,0,0,1,0,1919.9857,0,3800,19,15,20,17,14,20,18,18,17,17,18,17,19,1,20789,20,1175.375,0
14586713,0,0,0,0,0,0,0,0,0,0,0,0,0,580.90643,0,5200,26,23,23,24,24,23,26,23,26,20,23,23,22,0,19328,17,510.90057,0
14587173,0,0,0,0,0,0,0,0,0,0,0,0,0,63.34,0,3200,18,13,16,17,17,16,14,16,19,14,17,16,14,0,20058,34,226.87735,0
14652853,0,0,0,0,0,0,0,0,0,0,0,0,0,425.25217,0,14200,24,22,23,21,25,26,23,25,23,22,27,27,25,0,20423,12,431.3075,0
14659702,1,2,3,0,1,0,1,0,1,0,0,0,0,345.08072,0,1500,21,19,19,16,21,18,20,18,22,20,20,22,23,1,20058,10,77.715004,0
14668702,0,0,0,0,0,0,0,0,0,0,0,0,0,534.58356,0,5500,22,20,23,23,21,23,23,20,25,21,27,26,24,0,20423,12,563.995,0
14682282,0,0,0,0,0,0,0,0,0,0,0,0,0,443.70645,0,5100,15,13,17,16,17,15,17,14,17,14,20,19,15,0,20058,12,411.55502,0
14684031,2,0,0,0,0,1,0,0,0,0,0,0,0,2116.2615,115.18286,3200,14,11,11,11,9,13,12,11,15,12,11,12,11,0,20423,20,524.62347,0
14685974,0,0,0,0,0,0,0,0,0,0,0,0,0,682.58997,0,14200,10,10,12,10,6,11,10,6,9,9,12,10,10,0,19328,28,696.90143,0
14700162,0,0,0,0,0,0,0,0,0,0,0,0,0,1486.9943,12.479285,12200,17,14,15,10,12,12,14,14,15,9,13,18,12,0,19328,46,389.32718,0
14716045,0,0,0,0,0,0,0,0,0,0,0,0,1,1831.2115,557.62073,3400,14,12,12,10,15,12,11,11,13,12,13,14,12,1,19328,12,203.01666,0
14716444,0,0,0,0,0,0,0,0,0,0,0,0,0,1102.4822,0,12100,25,30,25,27,26,29,27,27,26,27,30,29,30,0,19328,12,1146.1383,0
14724055,0,0,0,0,0,0,0,0,0,0,0,0,0,1982.2,0,15300,19,15,17,14,18,17,15,18,18,14,20,20,15,0,20058,12,1957.0542,0
14733705,0,0,0,0,0,0,0,0,0,0,0,0,0,594.87213,0,10100,6,9,12,5,6,6,10,9,8,6,6,11,8,0,20423,14,599.35211,0
14736795,0,0,0,0,0,0,0,0,0,0,0,0,0,1885.1686,0,7100,2,4,4,1,2,7,6,3,5,5,7,7,1,0,20789,11,2028.3491,0
14739515,0,0,0,0,0,0,0,0,0,0,0,0,0,123.36,0,3300,23,24,23,23,20,22,25,20,23,23,23,24,21,0,20058,13,250.9077,0
14743350,0,0,0,1,0,0,0,0,0,0,0,0,0,890.60431,181.75786,1200,4,4,5,5,8,4,6,4,6,3,5,7,7,0,20789,30,267.32199,0
14752498,1,2,0,0,0,0,0,0,0,0,0,0,0,449.29929,0,15600,16,14,19,13,13,16,15,14,16,13,20,19,18,0,19693,15,373.55936,0
14754068,0,0,0,0,0,0,0,0,0,0,0,0,0,720.66357,0,5100,19,18,18,14,17,16,18,18,20,14,20,21,18,0,20789,12,769.95245,0
14759344,0,0,1,0,0,1,0,0,0,0,0,0,0,426.36429,0,7200,24,26,29,26,30,26,28,29,29,23,27,25,29,0,19693,7,786.18573,0
14778365,0,0,0,0,0,0,0,0,0,0,0,0,0,135.58,0,1100,16,15,17,15,17,16,15,18,21,15,18,20,18,0,19328,37,304.10107,0
14783978,1,0,0,0,0,0,0,0,0,0,0,0,0,168.735,11.93,12300,3,5,9,6,5,8,4,7,8,3,5,7,4,0,19328,10,209.103,0
14784835,0,0,0,0,0,0,0,0,0,0,0,0,0,2350.0793,0,15100,0,-1,5,-1,3,1,0,0,6,-1,0,5,2,0,19328,23,1371.7469,0
14794100,0,0,0,0,0,0,0,0,0,0,0,0,0,5147.1831,21.057142,5200,18,18,21,19,16,17,16,21,18,16,19,18,19,1,20789,24,126.25708,0
14797720,0,0,0,0,0,0,0,0,0,0,0,0,1,2016.71,222.4343,2500,1,0,6,2,0,5,0,0,5,0,-1,5,3,1,20423,58,121.16914,0
14806003,0,0,0,0,0,0,0,0,0,0,0,0,0,955.30646,0,2700,11,9,12,12,11,11,10,14,15,9,12,15,12,0,20423,64,315.21158,0
14807890,0,0,0,0,0,0,0,0,0,0,0,0,0,205.94858,107.875,1200,10,9,15,8,12,13,12,14,15,9,14,15,11,0,20058,26,316.25192,0
14812429,0,0,0,0,0,0,0,0,0,1,0,0,0,642.75641,0,10200,19,17,20,18,15,17,15,18,21,18,17,21,16,0,19693,8,1145.9263,0
14818588,1,0,0,0,0,0,0,0,0,0,0,0,0,285.83786,0,1300,9,8,9,8,6,5,7,5,9,5,10,9,6,0,20789,11,459.95999,0
14822386,0,0,0,0,0,0,0,0,0,0,0,0,0,3687.6079,0,15100,28,26,25,26,30,28,27,26,29,26,27,25,27,0,20058,12,3553.3591,0
14858481,0,0,0,0,0,0,0,0,0,0,0,0,0,550.88,0,1100,14,11,15,11,8,11,10,10,14,9,15,12,12,0,20423,17,235.17294,0
14858716,0,0,0,0,0,0,0,0,0,0,0,0,0,478.27856,0,8400,22,18,23,22,19,22,25,20,23,19,24,23,24,0,19328,12,370.58167,0
14881936,0,0,0,0,0,0,0,0,0,0,0,0,0,1523.005,0,6200,7,4,6,3,8,5,4,5,9,2,5,8,8,0,20789,12,1529.6558,0
14885718,0,0,0,0,0,0,0,0,0,0,0,0,0,533.75287,0,2100,13,11,12,9,15,11,14,15,16,9,15,17,12,0,20789,12,508.30835,0
14898185,0,0,0,0,0,0,0,0,0,0,0,0,0,385.04001,0,900,6,9,8,9,9,9,9,5,8,5,7,9,5,0,20423,12,435.45667,0
14905542,0,0,0,0,0,0,0,0,0,0,0,0,0,971.8371,0,18300,25,29,28,26,26,25,28,29,29,26,27,25,26,0,20789,13,976.5777,0
14919425,0,1,0,0,0,0,0,0,0,0,0,0,0,1769.0735,12.3,5000,28,30,26,26,27,28,27,26,25,26,27,29,27,0,19328,31,622.54034,0
14951825,0,0,0,1,0,0,0,0,0,0,0,0,0,18881.779,62.82143,19700,9,8,11,6,9,9,10,9,9,9,7,9,6,1,20058,17,1219.9706,0
14952141,0,0,0,0,0,0,0,0,0,0,0,0,0,3934.3137,183.84785,7300,27,22,23,21,25,24,24,24,23,24,25,25,22,1,19693,101,352.88684,0
14957681,0,0,0,0,0,0,0,0,0,0,0,0,0,2582.7437,0,8300,16,15,17,18,15,19,16,14,17,15,18,17,19,0,19693,17,803.29236,0
14960187,0,0,0,0,0,0,0,0,0,0,0,0,0,2270.6421,0,19400,18,17,19,13,14,16,14,16,16,17,19,16,15,0,20423,12,2160.5393,0
14960902,0,1,2,1,2,0,0,1,2,2,3,3,0,1539.5428,117.85,1600,15,15,16,13,13,15,17,12,18,15,13,16,17,0,19328,11,326.30002,0
14970604,1,0,0,0,0,0,0,0,0,0,0,0,0,150.94429,0,400,22,21,23,21,21,25,23,23,25,24,26,24,22,0,20058,13,147.45384,0
14981639,0,0,0,0,0,0,1,0,0,1,0,0,0,11627.196,2481.9507,15300,10,10,14,11,11,13,9,11,14,10,11,10,8,1,20789,32,898.60065,0
14984544,0,0,0,0,0,0,0,0,0,0,0,0,0,10486.25,331.97501,20100,24,29,25,27,27,28,27,29,26,24,29,26,29,0,20423,66,216.175,0
14987151,0,0,0,0,0,0,1,0,0,0,0,0,0,337.3743,0,1300,4,5,9,2,4,7,7,4,9,5,5,7,7,0,19328,19,167.46422,0
15006497,0,0,0,0,0,0,0,0,0,0,0,0,0,2130.9292,79.292854,12100,7,7,9,2,4,5,3,5,6,2,5,7,5,1,19328,95,95.495895,0
15007888,0,1,0,0,0,0,0,0,0,0,0,0,0,3293.6685,544.4657,5300,16,11,16,9,23,26,26,20,26,20,24,23,21,0,20058,32,399.90094,0
15013988,0,0,0,0,0,0,0,0,0,0,0,0,0,3717.5293,723.81787,5300,4,0,4,3,0,3,2,1,6,4,7,5,1,0,19328,27,162.22444,0
15017981,0,1,1,2,0,1,1,0,1,0,0,0,0,1337.4785,35.722141,1300,2,4,5,1,4,6,6,4,8,4,4,6,4,1,20789,18,69.308334,0
15027649,0,0,0,0,0,0,0,0,0,0,0,0,0,171.48784,0,1000,13,8,10,7,7,10,12,11,13,11,14,10,10,0,20423,13,196.48154,0
15039792,1,0,1,0,1,2,0,0,0,0,0,1,0,10625.076,967.7793,11000,18,19,19,19,16,21,20,17,22,16,19,22,22,1,19693,8,1237.0125,0
15055004,0,0,0,0,0,0,0,0,0,0,0,0,0,746.21075,0,9300,20,18,17,18,17,16,16,17,20,17,18,17,15,0,20058,12,705.78247,0
15067707,0,0,0,0,0,0,0,0,0,0,0,0,0,3246.1772,0,18300,10,9,13,7,9,8,11,10,10,9,13,12,7,0,20789,12,3123.4392,0
15074276,0,0,0,0,0,0,0,0,0,0,0,0,0,236.39572,14.337143,15200,6,6,9,8,9,8,10,9,11,6,6,11,6,0,20423,48,229.52751,0
15078879,0,0,0,0,0,0,0,0,0,0,0,0,0,2901.1672,14.428572,12200,9,9,8,6,5,6,7,8,8,6,9,11,6,0,19328,17,713.25647,0
15078943,0,0,0,0,0,0,0,0,0,0,0,0,0,547.58002,0,5900,3,1,4,2,2,7,5,4,7,4,7,4,4,0,19328,13,554.83228,0
15081819,0,0,0,0,0,0,0,0,0,0,0,0,0,1049.9879,110.72857,5300,18,14,17,16,16,19,18,17,16,14,16,20,18,0,19328,23,211.82695,0
15083170,0,0,0,0,0,0,1,0,0,0,0,0,1,2323.8657,133.68571,3600,17,15,12,12,15,11,13,11,16,10,12,18,16,0,19328,11,316.3291,0
15085132,0,0,0,0,0,0,0,0,0,0,0,0,0,967.19,4.3285713,2300,10,9,11,6,9,8,7,5,12,5,6,11,6,0,20058,29,434.46896,0
15086236,0,0,0,0,0,0,0,0,0,0,0,0,0,1514.76,40.742859,2300,23,29,27,22,28,27,24,29,28,23,28,24,28,0,20423,30,489.88666,0
15103475,0,0,0,0,0,0,0,0,1,1,0,0,0,3235.0984,132.91429,8500,24,29,26,26,30,29,30,30,25,24,27,29,27,0,20789,15,824.13336,0
15105720,0,0,0,0,0,0,0,0,0,0,0,0,0,2949.0151,2.3314285,5300,3,2,4,2,2,-2,3,2,5,2,2,4,1,0,19328,34,248.99792,0
15108095,0,0,0,0,0,0,0,0,0,0,0,0,0,528.89716,0,8600,13,15,12,9,15,12,14,14,15,9,15,18,16,0,20423,11,744.20367,0
15126899,0,0,0,0,0,0,0,0,0,0,0,0,0,359.63858,0,5700,1,3,6,1,4,3,2,3,3,3,7,5,3,0,19328,53,333.69849,0
15130662,0,0,0,0,0,0,0,0,0,0,0,0,0,677.67639,0,7200,17,12,16,12,12,14,13,12,16,10,12,18,15,0,19693,12,624.88416,0
15138536,0,1,0,0,1,0,1,1,0,0,0,0,0,9960.7129,0,10100,4,1,6,3,0,3,1,3,6,1,4,2,0,0,20058,13,503.30615,0
15149573,0,0,0,0,0,0,0,0,0,0,0,0,0,996.7428,0,2000,10,8,12,5,6,8,9,8,9,8,9,11,6,1,20423,48,186.34833,0
15150554,0,0,0,0,0,0,0,0,0,0,1,0,1,7962.5786,2.6000001,10100,23,24,24,24,24,24,24,24,24,21,24,28,25,0,20058,25,713.33765,0
15160972,0,1,0,0,1,0,0,0,0,0,0,0,0,5039.7251,0,21400,24,22,22,19,21,21,17,22,18,20,20,21,22,0,20058,11,5795.5488,0
15161571,0,0,0,0,0,0,0,0,0,0,0,0,0,2175.2378,0,20400,18,13,16,14,16,15,15,16,20,17,19,20,17,0,20789,13,2177.0146,0
15164194,0,0,0,0,0,0,0,0,0,0,0,1,0,1186.2693,0,20200,5,5,5,5,4,4,3,3,7,5,8,6,4,0,19693,11,1125.9518,0
15168498,0,0,0,0,0,0,0,0,0,1,0,0,0,2371.7129,0,7600,17,16,22,16,18,21,20,20,21,16,21,21,19,0,19693,18,1001.77,0
15185686,0,0,0,0,0,0,0,0,0,0,0,0,0,1678.4192,0,18100,20,19,21,19,21,18,17,18,19,17,22,21,22,0,20789,13,1709.6854,0
15186090,0,0,0,0,1,0,0,0,0,0,1,0,0,4713.562,1535.4128,5300,22,24,25,20,20,25,25,21,26,20,26,24,24,1,19328,20,483.5105,0
15197126,0,0,0,0,0,0,0,0,0,0,0,0,0,44.330715,0,800,7,5,6,3,8,8,6,8,6,2,9,7,8,0,20058,29,115.1631,0
15197774,0,1,0,1,2,0,0,0,0,0,0,1,0,1059.65,0,5300,1,1,4,0,4,6,2,0,7,3,7,3,1,0,19693,6,1378.7251,0
15198768,0,0,0,0,0,0,0,0,0,0,0,0,1,7956.4287,19.214285,8600,21,19,18,16,19,21,20,18,19,18,22,19,18,0,20789,27,1018.12,0
15201855,0,0,0,0,0,1,0,0,0,0,0,0,0,4549.5679,0,5100,2,1,8,1,5,4,6,7,8,2,5,6,2,0,19693,24,621.75751,0
15202883,0,0,0,0,0,0,0,0,0,0,0,0,0,298.05713,54.462856,900,21,18,22,19,19,20,16,21,22,19,22,21,18,0,19328,55,438.90564,0
15206104,0,0,0,0,0,0,1,0,0,0,1,2,0,7558.3706,0,8300,14,12,16,10,14,15,10,12,13,12,16,17,16,0,20058,11,554.18182,0
15211908,0,0,0,0,0,0,0,0,0,0,0,0,1,9657.4834,0,20100,26,21,22,20,20,23,25,24,25,24,23,27,21,0,19693,13,876.61536,0
15212409,0,0,0,0,0,1,0,0,0,0,0,0,0,225.54643,89,10300,14,8,14,11,8,10,9,14,14,8,15,12,15,0,20423,15,189.59933,0
15232346,0,0,0,0,0,0,0,0,0,0,0,0,0,432.61142,0,17200,20,19,22,19,19,19,20,19,18,19,23,21,19,0,20423,22,211.48317,0
15235345,0,0,0,0,0,0,0,0,0,0,0,0,0,1553.6357,0,2300,1,2,2,-1,0,4,4,2,6,0,-1,2,2,0,20058,51,334.78217,0
15244947,1,1,0,0,0,0,0,0,0,0,1,0,1,1095.155,0,1500,10,6,9,7,9,9,7,6,9,6,13,9,6,1,19328,12,247.54668,0
15248206,0,0,0,0,0,0,0,0,0,0,0,0,0,9157.7646,15.072858,25300,7,5,6,2,8,8,3,7,9,2,6,4,5,1,19328,235,184.88234,0
15256519,0,0,0,0,0,0,0,0,0,0,0,0,0,197.72,0,5200,25,18,22,22,22,20,22,20,22,19,20,26,23,0,20789,7,377.0043,0
15257640,0,0,0,0,0,0,0,0,0,0,0,0,0,3724.7615,131.39714,10400,24,29,26,27,26,25,27,27,29,24,27,29,30,0,19693,21,1014.8428,0
15282444,0,0,1,0,0,0,0,0,0,0,0,0,0,259.87213,0,2600,23,29,24,22,29,24,28,28,24,23,26,24,29,0,19328,11,473.72,0
15303834,0,0,0,1,0,0,1,0,0,0,0,0,1,2128.4106,0,5300,14,15,12,13,11,11,13,14,16,9,16,17,16,1,19693,9,532.21332,0
15306101,0,0,0,0,0,0,0,0,0,0,0,0,0,10710.37,159.30714,11300,15,16,19,12,16,15,17,13,19,15,17,19,13,1,19693,73,614.04437,0
15307467,0,0,0,0,0,0,0,0,0,0,0,0,0,10353.414,22.071428,10300,22,21,23,24,21,23,22,20,22,21,27,24,24,0,20423,25,192.78279,0
15317208,0,0,0,0,0,1,0,0,0,0,0,0,0,1433.1643,0,15300,3,5,8,2,7,8,3,8,5,6,6,8,5,0,19328,18,913.98718,0
15369274,0,0,0,0,0,0,0,0,0,0,0,0,0,7801.4829,61.159283,12100,10,9,12,12,8,13,12,10,11,11,12,15,12,0,20423,22,1434.6305,0
15383766,0,0,0,0,0,0,0,0,0,0,0,0,0,914.23785,0,1700,10,11,14,11,8,13,12,10,11,7,14,13,8,0,20789,34,167.64412,0
15383874,0,0,0,0,0,0,0,0,0,0,0,0,0,89.135719,0,600,12,8,13,11,7,9,9,7,10,10,10,13,10,0,20058,55,192.53073,0
15392918,0,0,0,0,0,0,0,0,0,0,0,0,0,8565.6299,25.492857,11300,24,22,21,16,19,21,20,22,22,16,23,21,22,1,19693,17,453.10648,0
15393621,0,0,0,0,0,0,0,0,0,0,0,0,0,1882.2487,0,6700,27,25,27,25,24,23,27,25,26,22,25,24,26,0,20058,12,1860.2201,0
15394437,0,0,0,0,0,0,0,0,0,0,0,0,0,315.15356,0,9300,26,24,26,24,21,25,26,23,22,23,23,26,24,0,20423,12,569.37335,0
15395083,0,0,0,0,0,0,0,0,0,1,0,0,0,14383.062,92.049995,16000,20,18,19,15,19,18,16,18,22,15,21,18,21,0,20789,24,245.59917,0
15397434,0,0,0,0,0,0,0,0,0,0,0,0,0,338.73569,0,5900,3,5,4,5,1,7,3,4,4,4,5,4,5,0,19693,13,298.19693,0
15402280,0,0,0,0,0,0,0,0,0,0,0,0,0,357.76498,0,3200,24,26,28,23,30,29,28,26,26,26,26,28,29,0,19328,13,239.94308,0
15402354,0,0,0,0,0,0,0,0,0,0,0,0,0,2518.2678,74.416428,2600,6,5,9,5,8,8,7,8,9,9,7,8,9,0,19693,61,374.40491,0
15405715,0,0,0,0,0,0,0,0,0,0,0,0,0,1223.2385,0,18200,19,18,17,17,18,19,15,15,21,15,17,17,16,0,20423,12,1286.1816,0
15408842,0,0,0,0,0,0,0,0,0,0,0,0,0,19.892857,0,600,7,8,8,2,8,7,3,5,8,2,8,5,4,0,20423,21,86.367615,0
15436314,0,0,0,0,0,0,0,0,0,0,0,0,0,1141.8793,0,3600,2,5,7,5,1,6,3,7,7,4,7,3,5,0,19328,13,1105.377,0
15436637,0,0,0,0,0,0,0,0,0,0,0,0,0,17275.701,6020.7031,26100,14,15,15,12,12,12,10,12,15,12,12,15,15,0,20789,17,646.05414,0
15441988,0,0,0,0,0,0,0,0,0,0,0,0,0,1902.3585,0,7800,10,9,8,6,6,6,10,8,9,5,10,12,8,0,20789,12,2463.5291,0
15446782,0,0,0,0,0,0,0,0,0,0,0,0,0,1733.8229,0,20100,3,-1,2,2,2,1,3,3,5,0,3,1,0,0,19693,12,1575.8217,0
15462849,0,0,0,1,0,1,0,0,1,1,0,0,0,5568.5186,2.8857143,12100,24,26,26,27,30,29,28,29,25,23,30,28,27,0,20789,11,642.35913,0
15479793,0,0,0,0,0,0,0,0,0,0,0,0,0,2524.5559,0,14200,13,12,12,9,9,11,13,10,14,11,11,11,14,0,19328,37,1385.8359,0
15487009,0,0,0,0,0,0,0,0,0,0,0,0,0,661.13074,0,16000,0,2,2,3,2,5,3,0,2,2,3,1,-1,0,20423,11,724.29272,0
15487055,0,0,0,0,0,0,0,0,0,0,0,0,0,5653.4409,9.8600006,6200,9,10,13,8,11,12,11,11,10,8,10,13,7,0,19693,46,546.29779,0
15516506,0,0,0,0,0,0,0,0,0,0,0,0,0,771.78284,0,8300,22,20,25,20,21,23,22,20,22,20,24,24,22,0,20058,12,566.77753,0
15526935,0,0,0,0,0,0,0,0,0,0,0,0,0,167.96715,0,800,9,6,12,8,5,5,7,6,8,5,9,9,5,0,20423,12,178.65417,0
15527211,0,0,0,0,0,0,0,0,0,0,0,0,0,405.62643,0,1500,14,8,14,9,8,11,9,14,11,8,11,12,12,0,20058,12,385.70166,0
15527246,0,0,1,0,0,1,2,0,0,0,0,0,0,765.42999,24.211428,900,27,25,27,26,26,27,24,29,28,26,26,25,25,1,20423,50,90.563797,0
15528891,0,0,0,0,0,0,1,0,0,0,0,0,0,478.61285,0,2400,21,22,22,23,22,23,24,23,19,23,21,22,20,0,20058,11,333.13,0
15535281,0,0,0,0,0,0,0,0,0,0,0,0,0,282.28357,0,3100,18,18,19,15,19,17,20,17,22,18,18,19,22,0,20423,39,577.0177,0
15538524,2,3,1,0,1,0,1,0,0,0,0,0,0,1721.2965,.66214287,1800,0,-2,4,1,2,-1,0,-1,1,2,1,3,2,0,20789,26,383.34732,0
15548878,1,0,1,0,0,0,0,0,0,0,0,0,1,493.14499,0,6300,7,10,9,10,6,12,11,10,10,6,9,12,10,0,19693,13,271.48615,0
15554436,0,0,0,0,0,0,0,0,0,0,0,0,0,958.17499,0,10200,7,7,9,5,7,5,3,5,8,2,8,7,7,0,19328,34,1149.3497,0
15559684,2,3,0,0,0,0,0,0,0,0,0,0,0,499.03354,40.02,600,19,16,20,14,14,15,15,14,17,13,20,19,17,1,19693,81,61.811729,0
15560810,0,0,0,0,0,0,0,0,0,0,0,0,0,500.65717,0,1300,6,5,8,5,2,3,5,4,8,1,4,3,4,0,20058,19,445.74738,0
15561005,0,0,0,0,0,0,0,0,0,0,0,0,0,680.15216,39.828571,4600,16,14,20,15,14,19,15,18,20,17,21,17,18,0,19328,12,670.20752,0
15561262,0,0,0,0,0,0,0,0,0,0,0,0,0,1203.2693,0,14100,2,3,4,3,1,5,4,0,7,1,6,5,3,0,20058,12,926.17413,0
15561755,0,0,0,0,0,0,0,0,0,0,0,0,0,3035.2,19.928572,16100,26,24,24,21,25,27,27,24,26,22,27,27,22,0,19693,77,478.71295,1
15565905,0,0,0,0,0,0,0,0,0,0,0,0,0,85.368576,30.227858,1100,16,14,16,9,15,11,11,12,12,13,16,18,13,0,19693,47,100.3034,0
15573909,0,0,0,0,0,0,0,0,0,0,0,0,0,10763.726,627.33643,12200,8,10,10,6,6,8,11,7,13,6,10,13,9,1,20789,32,191.26718,0
15608334,0,0,0,0,0,0,0,0,0,0,0,1,2,3235.6057,176.61642,3000,20,18,21,16,18,21,20,22,21,20,22,21,20,1,20423,41,127.53927,0
15615807,0,0,0,0,0,0,0,0,0,0,0,0,0,73.58857,0,14300,6,6,8,8,6,5,6,9,9,9,7,11,9,0,20789,40,144.752,0
15619195,0,0,0,0,0,0,0,0,0,0,0,0,0,4104.8193,189.72499,14100,17,12,19,12,13,12,16,12,16,16,16,18,17,0,20423,13,638.38464,0
15621671,0,0,0,0,0,0,0,0,0,0,0,0,0,1477.1543,0,5300,22,23,22,24,23,23,23,24,25,24,23,23,21,0,19328,26,631.98578,0
15634023,0,0,0,0,0,0,0,0,1,0,0,0,0,5375.1572,0,14300,26,26,28,22,26,24,27,28,24,22,28,28,25,0,20789,20,1623.869,0
15639144,0,0,0,0,0,0,0,0,0,0,0,0,0,5663.2954,0,20200,9,8,11,6,5,5,10,6,8,6,6,9,6,0,19693,12,4483.4849,0
15643536,0,0,0,0,0,0,0,0,0,0,0,0,0,858.10931,390.92215,1000,16,14,16,12,12,14,14,11,15,13,16,15,13,1,20058,68,111.36,0
15648017,0,0,0,0,0,0,0,0,0,0,0,0,0,1149.2643,0,7000,23,22,19,17,19,21,21,22,21,19,19,22,23,0,20789,14,1110.4336,0
15648361,0,0,0,0,0,0,0,0,0,0,0,0,0,2984.032,0,10600,6,4,8,4,1,6,2,7,4,4,8,7,1,0,20423,82,643.55792,0
15653496,0,0,0,0,0,0,0,0,0,0,0,0,0,3256.5073,60.310711,5200,2,4,5,5,5,4,3,7,8,4,5,6,4,0,20789,34,1150.5824,0
15654106,0,0,0,0,0,0,0,0,0,0,0,0,0,1958.37,0,15200,24,21,23,24,21,27,26,25,24,25,24,28,25,0,20423,12,1925.6908,0
15665985,0,0,0,0,0,0,0,0,0,0,0,0,0,388.81284,0,4400,24,22,20,20,21,23,25,22,23,19,21,25,21,0,19328,12,411.52832,0
15670422,0,0,0,0,0,0,0,0,0,0,0,0,0,15.724286,0,10900,1,2,3,-1,-1,5,1,0,5,0,3,4,-1,0,19328,30,301.27036,0
15692232,0,1,0,0,0,0,0,0,0,0,1,0,0,883.29144,125.37714,9000,22,18,22,23,19,20,25,20,22,20,23,22,24,0,19328,18,460.4389,0
15697222,0,0,0,0,0,0,0,0,1,0,0,0,0,2395.6528,0,3200,20,14,20,15,17,17,16,17,18,15,17,18,19,0,19693,30,115.578,0
15697862,0,0,0,0,0,0,0,0,0,0,0,0,0,567.10571,0,5200,7,8,11,6,9,5,6,6,8,5,7,11,5,0,19693,12,502.56335,0
15704490,0,0,0,0,0,0,0,0,0,0,0,0,0,859.89502,335.98288,8500,25,30,29,23,27,29,31,27,26,27,26,28,27,0,20789,30,1024.7943,0
15706472,0,0,0,0,0,0,0,0,0,0,0,0,0,311.00858,148.42213,2300,17,14,12,10,12,14,10,15,12,9,12,17,15,0,19693,33,562.60724,0
15715345,0,0,0,0,0,0,0,0,0,0,0,0,0,190.82643,0,5600,4,4,5,6,4,8,3,8,5,5,8,5,7,0,19328,34,326.01236,0
15722982,0,0,0,0,0,0,0,0,0,0,0,0,0,112.09071,5.7999997,8500,22,18,19,22,21,19,21,19,20,22,24,23,20,0,20789,29,132.72,0
15728406,0,0,0,0,0,0,0,0,0,0,0,0,0,1071.9564,0,2800,2,1,6,1,4,2,2,4,3,4,4,6,4,0,20058,15,918.15332,0
15731163,0,0,0,0,0,0,0,0,0,0,0,0,0,169.41429,1.7085714,5100,23,19,21,16,18,19,18,21,21,20,20,21,20,0,19328,19,119.5,0
15732067,0,0,0,0,0,0,0,0,0,0,0,0,1,1487.0944,0,1800,17,18,20,18,14,17,16,18,21,14,17,20,15,0,20789,24,135.28291,0
